graph_order,uDHBA_id,uDHBA_acronym,uDHBA_name,DHBA_name,DHBA_acronym,DHBA_id,uDHBA_label_value,r,g,b,hierarchy and full names,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18
2034,DHBA:10658,CbVe,cerebellar vermis,cerebellar vermis,CBV,10658,388,230,25,75,,,,,,,cerebellar vermis,,,,,,,,,,,
2035,DHBA:10659,CbH,cerebellar hemisphere,cerebellar hemisphere,CBH,10659,392,250,190,212,,,,,,,cerebellar hemisphere,,,,,,,,,,,
2036,DHBA:12384,CbHpv,paravermis of cerebellar hemisphere,paravermis of cerebellum,CBPV,12384,393,128,128,0,,,,,,,,paravermis of cerebellar hemisphere,,,,,,,,,,
2037,DHBA:AA30564,CbHlr,lateral region of cerebellar hemisphere,,,,2066,220,190,255,,,,,,,,lateral region of cerebellar hemisphere,,,,,,,,,,
2038,DHBA:12837,CbLo,cerebellar lobules,cerebellar lobes and lobules,CBLL,12837,2427,0,130,200,,,,,,cerebellar lobules,,,,,,,,,,,,
2039,DHBA:12839,CbI,lobule I (lingula),lobule I (lingula),CbI,12839,2428,0,128,128,,,,,,,lobule I (lingula),,,,,,,,,,,
2040,DHBA:12840,CbII,"lobule II (central lobule and wing, anterior part)","lobule II (central lobule and wing, anterior part)",CbII,12840,2429,170,110,40,,,,,,,"lobule II (central lobule and wing, anterior part)",,,,,,,,,,,
2041,DHBA:12841,CbIII,"lobule III (central lobule and wing, posterior part)","lobule III (central lobule and wing, posterior part)",CbIII,12841,2430,250,190,212,,,,,,,"lobule III (central lobule and wing, posterior part)",,,,,,,,,,,
2042,DHBA:12842,CbIV,"lobule IV (culmen and quadrangular lobule, anterior part)","lobule IV (culmen and quadrangular lobule, anterior part)",CbIV,12842,2431,170,255,195,,,,,,,"lobule IV (culmen and quadrangular lobule, anterior part)",,,,,,,,,,,
2043,DHBA:12843,CbV,"lobule V (culmen and quadrangular lobule, posterior part)","lobule V (culmen and quadrangular lobule, posterior part)",CbV,12843,2432,255,250,200,,,,,,,"lobule V (culmen and quadrangular lobule, posterior part)",,,,,,,,,,,
2044,DHBA:12845,CbVI,lobule VI (declive and simplex lobule),lobule VI (declive and simplex lobule),CbVI,12845,2433,170,110,40,,,,,,,lobule VI (declive and simplex lobule),,,,,,,,,,,
2045,DHBA:12846,CbVIIa1,lobule VIIAf/crus I (folium and superior semilunar lobule),lobule VIIAf/crus I (folium and superior semilunar lobule),CbVIIa1,12846,2434,145,30,180,,,,,,,lobule VIIAf/crus I (folium and superior semilunar lobule),,,,,,,,,,,
2046,DHBA:12847,CbVIIa2,lobule VIIAt/crus II (tuber and inferior semilunar lobule),lobule VIIAt/crus II (tuber and inferior semilunar lobule),CbVIIa2,12847,2435,255,250,200,,,,,,,lobule VIIAt/crus II (tuber and inferior semilunar lobule),,,,,,,,,,,
2047,DHBA:12848,CbVIIb,lobule VIIB (gracile lobule),lobule VIIB (gracile lobule),CbVIIb,12848,2436,255,225,25,,,,,,,lobule VIIB (gracile lobule),,,,,,,,,,,
2048,DHBA:12849,CbVIIIa,"lobule VIIIA (pyramis and biventral lobule, anterior part)","lobule VIIIA (pyramis and biventral lobule, anterior part)",CbVIIIa,12849,2437,170,255,195,,,,,,,"lobule VIIIA (pyramis and biventral lobule, anterior part)",,,,,,,,,,,
2049,DHBA:12850,CbVIIIb,"lobule VIIIB (pyramis and biventral lobule, posterior part)","lobule VIIIB (pyramis and biventral lobule, posterior part)",CbVIIIb,12850,2438,170,110,40,,,,,,,"lobule VIIIB (pyramis and biventral lobule, posterior part)",,,,,,,,,,,
2050,DHBA:12851,CbIX,lobule IX (uvula and tosil),lobule IX (uvula and tosil),CbIX,12851,2439,70,240,240,,,,,,,lobule IX (uvula and tosil),,,,,,,,,,,
2051,DHBA:12853,CbX,lobule X (nodulus and flocculus),lobule X (nodulus and flocculus),CbX,12853,2440,245,130,48,,,,,,,lobule X (nodulus and flocculus),,,,,,,,,,,
2052,DHBA:12856,PnSS,surface structures (landmarks) of pons,surface structures of pons,PnSS,12856,2067,170,255,195,,,,,surface structures (landmarks) of pons,,,,,,,,,,,,,
2053,DHBA:12857,bas,basilar sulcus,basilar sulcus,bas,12857,1969,210,245,60,,,,,,basilar sulcus,,,,,,,,,,,,
2054,DHBA:12859,pmed,pontomedullary sulcus,pontomedullary sulcus,pmed,12859,2069,220,190,255,,,,,,pontomedullary sulcus,,,,,,,,,,,,
2055,DHBA:12860,pmes,pontomesencephalic sulcus,pontomesencephalic sulcus,pmes,12860,2070,255,225,25,,,,,,pontomesencephalic sulcus,,,,,,,,,,,,
2056,DHBA:12861,r6,root of abducens nerve,root of abducens nerve,r6,12861,2071,60,180,75,,,,,,root of abducens nerve,,,,,,,,,,,,
2057,DHBA:12862,r7,root of facial nerve,root of facial nerve,r7,12862,2072,60,180,75,,,,,,root of facial nerve,,,,,,,,,,,,
2058,DHBA:12863,r7m,motor root of facial nerve,motor root of facial nerve,r7m,12863,2073,245,130,48,,,,,,,motor root of facial nerve,,,,,,,,,,,
2059,DHBA:12864,r7in,root of intermediate nerve,root of intermediate nerve,r7in,12864,2074,0,128,128,,,,,,,root of intermediate nerve,,,,,,,,,,,
2060,DHBA:12865,r5,root of trigeminal nerve,root of trigeminal nerve,r5,12865,2075,70,240,240,,,,,,root of trigeminal nerve,,,,,,,,,,,,
2061,DHBA:12866,r5m,motor root of trigeminal nerve,motor root of trigeminal nerve,r5m,12866,2076,255,215,180,,,,,,,motor root of trigeminal nerve,,,,,,,,,,,
2062,DHBA:12867,r5s,sensory root of trigeminal nerve,sensory root of trigeminal nerve,r5s,12867,2077,245,130,48,,,,,,,sensory root of trigeminal nerve,,,,,,,,,,,
2063,DHBA:12868,r8,root of vestibulocochlear nerve,root of vestibulocochlear nerve,r8,12868,2078,230,25,75,,,,,,root of vestibulocochlear nerve,,,,,,,,,,,,
2064,DHBA:12870,r8co,cochlear root of vestibulocochlear nerve,cochlear root of vestibulocochlear nerve,r8co,12870,2079,60,180,75,,,,,,,cochlear root of vestibulocochlear nerve,,,,,,,,,,,
2065,DHBA:12869,r8ve,vestibular root of vestibulocochlear nerve,vestibular root of vestibulocochlear nerve,r8ve,12869,2080,240,50,230,,,,,,,vestibular root of vestibulocochlear nerve,,,,,,,,,,,
2066,DHBA:12871,rmv,"rostral (anterior, superior) medullary velum",rostral (anterior) medullary velum,rmv,12871,2081,245,130,48,,,,,,"rostral (anterior, superior) medullary velum",,,,,,,,,,,,
2067,DHBA:12872,MOSS,surface structures (landmarks) of medulla,surface structures of medulla,MOSS,12872,2082,145,30,180,,,,,surface structures (landmarks) of medulla,,,,,,,,,,,,,
2068,DHBA:12873,alms,anterolateral medullary sulcus,anterolateral medullary sulcus,alms,12873,2083,128,128,0,,,,,,anterolateral medullary sulcus,,,,,,,,,,,,
2069,DHBA:12874,pros,preolivary sulcus,preolivary sulcus,pros,12874,2084,245,130,48,,,,,,,preolivary sulcus,,,,,,,,,,,
2070,DHBA:12875,cutu,cuneate tubercle,cuneate tubercle,cutu,12875,2085,230,25,75,,,,,,cuneate tubercle,,,,,,,,,,,,
2071,DHBA:12876,dmms,dorsal (posterior) median medullary sulcus,dorsal (posterior) median medullary sulcus,dmms,12876,2086,230,25,75,,,,,,dorsal (posterior) median medullary sulcus,,,,,,,,,,,,
2072,DHBA:12878,grtu,gracile tubercle (clava),gracile tubercle (clava),grtu,12878,2087,145,30,180,,,,,,gracile tubercle (clava),,,,,,,,,,,,
2073,DHBA:12879,cmv,"caudal (posterior, inferior) medullary velum",inferior (caudal) medullary velum,imv,12879,2088,250,190,212,,,,,,"caudal (posterior, inferior) medullary velum",,,,,,,,,,,,
2074,DHBA:12880,dims,dorsal intermedite medullary sulcus,dorsal intermedite medullary sulcus,dims,12880,2089,60,180,75,,,,,,dorsal intermedite medullary sulcus,,,,,,,,,,,,
2075,DHBA:12881,dlms,dorsal lateral medullary sulcus,dorsal lateral medullary sulcus,dlms,12881,2090,170,255,195,,,,,,dorsal lateral medullary sulcus,,,,,,,,,,,,
2076,DHBA:12882,posos,postolivary sulcus,postolivary sulcus,posos,12882,2091,245,130,48,,,,,,postolivary sulcus,,,,,,,,,,,,
2077,DHBA:12883,r11,root of accessory nerve,root of accessory nerve,r11,12883,2092,170,110,40,,,,,,root of accessory nerve,,,,,,,,,,,,
2078,DHBA:12884,r11cr,cranial root of accessory nerve,cranial root of accessory nerve,r11cr,12884,2093,0,130,200,,,,,,,cranial root of accessory nerve,,,,,,,,,,,
2079,DHBA:12885,r11sp,spinal root of accessory nerve,spinal root of accessory nerve,r11sp,12885,2094,220,190,255,,,,,,,spinal root of accessory nerve,,,,,,,,,,,
2080,DHBA:12886,r12,root of hypoglossal nerve,root of hypoglossal nerve,r12,12886,2095,60,180,75,,,,,,root of hypoglossal nerve,,,,,,,,,,,,
2081,DHBA:12887,r9,root of glossopharyngeal nerve,root of glossopharyngeal nerve,r9,12887,2096,230,25,75,,,,,,root of glossopharyngeal nerve,,,,,,,,,,,,
2082,DHBA:12888,r10,root of vagus nerve,root of vagus nerve,r10,12888,2097,250,190,212,,,,,,root of vagus nerve,,,,,,,,,,,,
2083,DHBA:12889,vmms,ventral (anterior) median medullary sulcus,ventral (anterior) median medullary sulcus,vmms,12889,2098,128,0,0,,,,,,ventral (anterior) median medullary sulcus,,,,,,,,,,,,
2084,DHBA:AA30784,BrBV,blood vessles of brain,,,,2333,230,25,75,,,blood vessles of brain,,,,,,,,,,,,,,,
2085,DHBA:AA30785,ICA,internal carotid artery system,,,,2334,60,180,75,,,,internal carotid artery system,,,,,,,,,,,,,,
2086,DHBA:AA30786,VBA,vertebral-basilar artery system,,,,2335,255,250,200,,,,vertebral-basilar artery system,,,,,,,,,,,,,,
2087,DHBA:AA30804,VSB,vein system of brain,,,,2349,0,128,128,,,,vein system of brain,,,,,,,,,,,,,,
2088,DHBA:AA30565,Sp,spinal cord,,,,2099,128,128,128,,spinal cord,,,,,,,,,,,,,,,,
2089,DHBA:146035048,SpG,gray matter of spinal cord,gray matter of spinal cord,SGM,146035048,2100,145,30,180,,,gray matter of spinal cord,,,,,,,,,,,,,,,
2090,DHBA:AA30566,SpR,regions of spinal cord,,,,2101,250,190,212,,,,regions of spinal cord,,,,,,,,,,,,,,
2091,DHBA:AA30567,SpC,cervical spinal cord,,,,2099,128,128,128,,,,,cervical spinal cord,,,,,,,,,,,,,
2092,DHBA:AA30568,SpCd,dorsal horn of cervical spinal cord,,,,2103,255,250,200,,,,,,dorsal horn of cervical spinal cord,,,,,,,,,,,,
2093,DHBA:AA30569,SpC1,lamina I of cervical spinal cord,,,,2104,170,255,195,,,,,,,lamina I of cervical spinal cord,,,,,,,,,,,
2094,DHBA:AA30570,SpC2,lamina II of cervical spinal cord,,,,2105,128,128,128,,,,,,,lamina II of cervical spinal cord,,,,,,,,,,,
2095,DHBA:AA30571,SpC34,lamina III and IV of cervical spinal cord,,,,2106,255,215,180,,,,,,,lamina III and IV of cervical spinal cord,,,,,,,,,,,
2096,DHBA:AA30572,SpC3,lamina III of cervical spinal cord,,,,2107,0,130,200,,,,,,,,lamina III of cervical spinal cord,,,,,,,,,,
2097,DHBA:AA30573,SpC4,lamina IV of cervical spinal cord,,,,2108,170,255,195,,,,,,,,lamina IV of cervical spinal cord,,,,,,,,,,
2098,DHBA:AA30574,SpC56,lamina V and VI of cervical spinal cord,,,,2109,240,50,230,,,,,,,lamina V and VI of cervical spinal cord,,,,,,,,,,,
2099,DHBA:AA30575,SpC5,lamina V of cervical spinal cord,,,,2110,255,250,200,,,,,,,,lamina V of cervical spinal cord,,,,,,,,,,
2100,DHBA:AA30576,SpC6,lamina VI of cervical spinal cord,,,,2111,250,190,212,,,,,,,,lamina VI of cervical spinal cord,,,,,,,,,,
2101,DHBA:AA30577,LCc,lateral cervical nucleus in cervical spinal cord,,,,2112,0,0,128,,,,,,,lateral cervical nucleus in cervical spinal cord,,,,,,,,,,,
2102,DHBA:AA30578,LSc,lateral spinal nucleus in cervical spinal cord,,,,2113,170,110,40,,,,,,,lateral spinal nucleus in cervical spinal cord,,,,,,,,,,,
2103,DHBA:AA30579,IBc,internal basical nucleus in cervical spinal cord,,,,2114,0,0,128,,,,,,,internal basical nucleus in cervical spinal cord,,,,,,,,,,,
2104,DHBA:AA30580,SpCv,ventral horn of cervical spinal cord,,,,2115,128,128,0,,,,,,ventral horn of cervical spinal cord,,,,,,,,,,,,
2105,DHBA:AA30581,SpC7,lamina VII of cervical spinal cord,,,,2116,240,50,230,,,,,,,lamina VII of cervical spinal cord,,,,,,,,,,,
2106,DHBA:AA30582,IMMc,intermediomedial nucleus in cervical spinal cord,,,,2117,230,25,75,,,,,,,,intermediomedial nucleus in cervical spinal cord,,,,,,,,,,
2107,DHBA:AA30583,CCN,central cervical nucleus in cervical spinal cord,,,,2118,220,190,255,,,,,,,,central cervical nucleus in cervical spinal cord,,,,,,,,,,
2108,DHBA:AA30584,SpC7x,other part of SpC7,,,,2119,255,225,25,,,,,,,,other part of SpC7,,,,,,,,,,
2109,DHBA:AA30585,SpC8,lamina VIII of cervical spinal cord,,,,2120,0,0,128,,,,,,,lamina VIII of cervical spinal cord,,,,,,,,,,,
2110,DHBA:AA30586,SpC9,lamina IX of cervical spinal cord,,,,2121,220,190,255,,,,,,,lamina IX of cervical spinal cord,,,,,,,,,,,
2111,DHBA:AA30587,11Nsp,spinal accessory nucleus,,,,2122,145,30,180,,,,,,,,spinal accessory nucleus,,,,,,,,,,
2112,DHBA:AA30588,SpCc,central gray of cervical spinal cord,,,,2123,170,110,40,,,,,,central gray of cervical spinal cord,,,,,,,,,,,,
2113,DHBA:AA30589,SpC10,lamina X of cervical spinal cord,,,,2124,145,30,180,,,,,,,lamina X of cervical spinal cord,,,,,,,,,,,
2114,DHBA:AA30590,SpT,thoracic spinal cord,,,,2125,230,25,75,,,,,thoracic spinal cord,,,,,,,,,,,,,
2115,DHBA:AA30591,SpTd,dorsal horn of thoracic spinal cord,,,,2126,0,128,128,,,,,,dorsal horn of thoracic spinal cord,,,,,,,,,,,,
2116,DHBA:AA30592,SpT1,lamina I of thoracic spinal cord,,,,2127,170,110,40,,,,,,,lamina I of thoracic spinal cord,,,,,,,,,,,
2117,DHBA:AA30593,SpT2,lamina II of thoracic spinal cord,,,,2128,128,128,128,,,,,,,lamina II of thoracic spinal cord,,,,,,,,,,,
2118,DHBA:AA30594,SpT34,lamina III and IV of thoracic spinal cord,,,,2129,60,180,75,,,,,,,lamina III and IV of thoracic spinal cord,,,,,,,,,,,
2119,DHBA:AA30595,SpT3,lamina III of thoracic spinal cord,,,,2130,220,190,255,,,,,,,,lamina III of thoracic spinal cord,,,,,,,,,,
2120,DHBA:AA30596,SpT4,lamina IV of thoracic spinal cord,,,,2131,170,255,195,,,,,,,,lamina IV of thoracic spinal cord,,,,,,,,,,
2121,DHBA:AA30597,SpT56,lamina V and VI of thoracic spinal cord,,,,2132,245,130,48,,,,,,,lamina V and VI of thoracic spinal cord,,,,,,,,,,,
2122,DHBA:AA30598,SpT5,lamina V of thoracic spinal cord,,,,2133,70,240,240,,,,,,,,lamina V of thoracic spinal cord,,,,,,,,,,
2123,DHBA:AA30599,SpT6,lamina VI of thoracic spinal cord,,,,2134,230,25,75,,,,,,,,lamina VI of thoracic spinal cord,,,,,,,,,,
2124,DHBA:AA30600,DNt,dorsal (Clarke's) nucleus in thoracic spinal cord,,,,2135,128,0,0,,,,,,,,dorsal (Clarke's) nucleus in thoracic spinal cord,,,,,,,,,,
2125,DHBA:AA30601,LSt,lateral spinal nucleus in thoracic spinal cord,,,,2136,210,245,60,,,,,,,lateral spinal nucleus in thoracic spinal cord,,,,,,,,,,,
2126,DHBA:AA30602,SpTv,ventral horn of thoracic spinal cord,,,,2137,0,130,200,,,,,,ventral horn of thoracic spinal cord,,,,,,,,,,,,
2127,DHBA:AA30603,SpT7,lamina VII of thoracic spinal cord,,,,2138,255,250,200,,,,,,,lamina VII of thoracic spinal cord,,,,,,,,,,,
2128,DHBA:AA30604,IMMt,intermediomedial nucleus in thoracic spinal cord,,,,2139,210,245,60,,,,,,,,intermediomedial nucleus in thoracic spinal cord,,,,,,,,,,
2129,DHBA:AA30605,IMLt,intermediolateral nucleus in thoracic spinal cord,,,,2140,60,180,75,,,,,,,,intermediolateral nucleus in thoracic spinal cord,,,,,,,,,,
2130,DHBA:AA30606,SpT7x,other part of SpT7,,,,2141,0,130,200,,,,,,,,other part of SpT7,,,,,,,,,,
2131,DHBA:AA30607,SpT8,lamina VIII of thoracic spinal cord,,,,2142,128,128,128,,,,,,,lamina VIII of thoracic spinal cord,,,,,,,,,,,
2132,DHBA:AA30608,SpT9,lamina IX of thoracic spinal cord,,,,2143,128,0,0,,,,,,,lamina IX of thoracic spinal cord,,,,,,,,,,,
2133,DHBA:AA30609,SpTc,central gray of thoracic spinal cord,,,,2144,255,225,25,,,,,,central gray of thoracic spinal cord,,,,,,,,,,,,
2134,DHBA:AA30610,SpT10,lamina X of thoracic spinal cord,,,,2145,240,50,230,,,,,,,lamina X of thoracic spinal cord,,,,,,,,,,,
2135,DHBA:AA30611,SpL,lumbar spinal cord,,,,2146,128,128,0,,,,,lumbar spinal cord,,,,,,,,,,,,,
2136,DHBA:AA30612,SpLd,dorsal horn of lumbar spinal cord,,,,2147,240,50,230,,,,,,dorsal horn of lumbar spinal cord,,,,,,,,,,,,
2137,DHBA:AA30613,SpL1,lamina I of lumbar spinal cord,,,,2148,128,0,0,,,,,,,lamina I of lumbar spinal cord,,,,,,,,,,,
2138,DHBA:AA30614,SpL2,lamina II of lumbar spinal cord,,,,2149,210,245,60,,,,,,,lamina II of lumbar spinal cord,,,,,,,,,,,
2139,DHBA:AA30615,SpL34,lamina III and IV of lumbar spinal cord,,,,2150,128,128,128,,,,,,,lamina III and IV of lumbar spinal cord,,,,,,,,,,,
2140,DHBA:AA30616,SpL3,lamina III of lumbar spinal cord,,,,2151,255,215,180,,,,,,,,lamina III of lumbar spinal cord,,,,,,,,,,
2141,DHBA:AA30617,SpL4,lamina IV of lumbar spinal cord,,,,2152,60,180,75,,,,,,,,lamina IV of lumbar spinal cord,,,,,,,,,,
2142,DHBA:AA30618,SpL56,laminar V and VI of lumbar spinal cord,,,,2153,220,190,255,,,,,,,laminar V and VI of lumbar spinal cord,,,,,,,,,,,
2143,DHBA:AA30619,SpL5,lamina V of lumbar spinal cord,,,,2154,230,25,75,,,,,,,,lamina V of lumbar spinal cord,,,,,,,,,,
2144,DHBA:AA30620,SpL6,lamina VI of lumbar spinal cord,,,,2155,255,250,200,,,,,,,,lamina VI of lumbar spinal cord,,,,,,,,,,
2145,DHBA:AA30621,DNl,dorsal (Clarke's) nucleus in lumbar spinal cord,,,,2156,170,255,195,,,,,,,,dorsal (Clarke's) nucleus in lumbar spinal cord,,,,,,,,,,
2146,DHBA:AA30622,LSl,lateral spinal nucleus in lumbar spinal cord,,,,2157,128,128,0,,,,,,,lateral spinal nucleus in lumbar spinal cord,,,,,,,,,,,
2147,DHBA:AA30623,DCl,dorsal commissural nucleus in lumbar spinal cord,,,,2158,255,225,25,,,,,,,dorsal commissural nucleus in lumbar spinal cord,,,,,,,,,,,
2148,DHBA:AA30624,PCbl,precerebellar nucleus in lumbar spinal cord,,,,2159,0,130,200,,,,,,,precerebellar nucleus in lumbar spinal cord,,,,,,,,,,,
2149,DHBA:AA30625,SpLv,ventral horn of lumbar spinal cord,,,,2160,240,50,230,,,,,,ventral horn of lumbar spinal cord,,,,,,,,,,,,
2150,DHBA:AA30626,SpL7,lamina VII of lumbar spinal cord,,,,2161,240,50,230,,,,,,,lamina VII of lumbar spinal cord,,,,,,,,,,,
2151,DHBA:AA30627,IMLl,intermediolateral nucleus in lumbar spinal cord,,,,2162,255,215,180,,,,,,,,intermediolateral nucleus in lumbar spinal cord,,,,,,,,,,
2152,DHBA:AA30628,IMMl,intermediomedial nucleus in lumbar spinal cord,,,,2163,245,130,48,,,,,,,,intermediomedial nucleus in lumbar spinal cord,,,,,,,,,,
2153,DHBA:AA30629,SpL7x,other part of SpL7,,,,2164,170,110,40,,,,,,,,other part of SpL7,,,,,,,,,,
2154,DHBA:AA30630,SpL8,lamina VIII of lumbar spinal cord,,,,2165,170,255,195,,,,,,,lamina VIII of lumbar spinal cord,,,,,,,,,,,
2155,DHBA:AA30631,SpL9,lamina IX of lumbar spinal cord,,,,2166,230,25,75,,,,,,,lamina IX of lumbar spinal cord,,,,,,,,,,,
2156,DHBA:AA30632,SpLc,central gray of lumbar spinal cord,,,,2167,255,215,180,,,,,,central gray of lumbar spinal cord,,,,,,,,,,,,
2157,DHBA:AA30633,SpL10,lamina X of lumbar spinal cord,,,,2168,170,110,40,,,,,,,lamina X of lumbar spinal cord,,,,,,,,,,,
2158,DHBA:AA30634,SpS,sacral spinal cord,,,,2169,255,225,25,,,,,sacral spinal cord,,,,,,,,,,,,,
2159,DHBA:AA30635,SpSd,dorsal horn of sacral spinal cord,,,,2170,128,0,0,,,,,,dorsal horn of sacral spinal cord,,,,,,,,,,,,
2160,DHBA:AA30636,SpS1,lamina I of sacral spinal cord,,,,2171,0,0,128,,,,,,,lamina I of sacral spinal cord,,,,,,,,,,,
2161,DHBA:AA30637,SpS2,lamina II of sacral spinal cord,,,,2172,0,128,128,,,,,,,lamina II of sacral spinal cord,,,,,,,,,,,
2162,DHBA:AA30638,SpS34,lamina III and IV of sacral spinal cord,,,,2173,255,225,25,,,,,,,lamina III and IV of sacral spinal cord,,,,,,,,,,,
2163,DHBA:AA30639,SpS3,lamina III of sacral spinal cord,,,,2174,0,128,128,,,,,,,,lamina III of sacral spinal cord,,,,,,,,,,
2164,DHBA:AA30640,SpS4,lamina IV of sacral spinal cord,,,,2175,255,215,180,,,,,,,,lamina IV of sacral spinal cord,,,,,,,,,,
2165,DHBA:AA30641,SpS56,lamina V and VI of sacral spinal cord,,,,2176,250,190,212,,,,,,,lamina V and VI of sacral spinal cord,,,,,,,,,,,
2166,DHBA:AA30642,SpS5,lamina V of sacral spinal cord,,,,2177,240,50,230,,,,,,,,lamina V of sacral spinal cord,,,,,,,,,,
2167,DHBA:AA30643,SpS6,lamina VI of sacral spinal cord,,,,2178,245,130,48,,,,,,,,lamina VI of sacral spinal cord,,,,,,,,,,
2168,DHBA:AA30644,LSs,lateral spinal nucleus in sacral spinal cord,,,,2179,230,25,75,,,,,,,lateral spinal nucleus in sacral spinal cord,,,,,,,,,,,
2169,DHBA:AA30645,DCs,dorsal commissural nucleus in sacral spinal cord,,,,2180,0,128,128,,,,,,,dorsal commissural nucleus in sacral spinal cord,,,,,,,,,,,
2170,DHBA:AA30646,PCbs,precerebellar nucleus in sacral spinal cord,,,,2181,0,128,128,,,,,,,precerebellar nucleus in sacral spinal cord,,,,,,,,,,,
2171,DHBA:AA30647,SpSv,ventral horn of sacral spinal cord,,,,2182,128,128,128,,,,,,ventral horn of sacral spinal cord,,,,,,,,,,,,
2172,DHBA:AA30648,SpS7,lamina VII of sacral spinal cord,,,,2183,220,190,255,,,,,,,lamina VII of sacral spinal cord,,,,,,,,,,,
2173,DHBA:AA30649,IMMs,intermediomedial nucleus sacral spinal cord,,,,2184,255,215,180,,,,,,,,intermediomedial nucleus sacral spinal cord,,,,,,,,,,
2174,DHBA:AA30650,PSNs,parasympathetic nucleus in sacral spinal cord,,,,2185,255,250,200,,,,,,,,parasympathetic nucleus in sacral spinal cord,,,,,,,,,,
2175,DHBA:AA30651,SpS7x,other part of SpS7,,,,2186,128,128,0,,,,,,,,other part of SpS7,,,,,,,,,,
2176,DHBA:AA30652,SpS8,lamina VIII of sacral spinal cord,,,,2187,0,128,128,,,,,,,lamina VIII of sacral spinal cord,,,,,,,,,,,
2177,DHBA:AA30653,SpS9,lamina IX of sacral spinal cord,,,,2188,240,50,230,,,,,,,lamina IX of sacral spinal cord,,,,,,,,,,,
2178,DHBA:AA30654,ONs,Onuf's nucleus of sacral spinal cord,,,,2189,240,50,230,,,,,,,,Onuf's nucleus of sacral spinal cord,,,,,,,,,,
2179,DHBA:AA30655,SpSc,central gray of sacral spinal cord,,,,2190,0,130,200,,,,,,central gray of sacral spinal cord,,,,,,,,,,,,
2180,DHBA:AA30656,SpS10,lamina X of sacral spinal cord,,,,2191,0,128,128,,,,,,,lamina X of sacral spinal cord,,,,,,,,,,,
2181,DHBA:AA30671,SpCcg,central gray of coccygeal spinal cord,,,,2206,170,110,40,,,,,coccygeal spinal cord,,,,,,,,,,,,,
2182,DHBA:AA30658,SpCcd,dorsal horn of coccygeal spinal cord,,,,2193,250,190,212,,,,,,dorsal horn of coccygeal spinal cord,,,,,,,,,,,,
2183,DHBA:AA30659,SpCc1,lamina I of coccygeal spinal cord,,,,2194,170,255,195,,,,,,,lamina I of coccygeal spinal cord,,,,,,,,,,,
2184,DHBA:AA30660,SpCc2,lamina II of coccygeal spinal cord,,,,2195,255,250,200,,,,,,,lamina II of coccygeal spinal cord,,,,,,,,,,,
2185,DHBA:AA30661,SpCc34,lamina III and IV of coccygeal spinal cord,,,,2196,170,110,40,,,,,,,lamina III and IV of coccygeal spinal cord,,,,,,,,,,,
2186,DHBA:AA30662,SpCc3,lamina III of coccygeal spinal cord,,,,2197,145,30,180,,,,,,,,lamina III of coccygeal spinal cord,,,,,,,,,,
2187,DHBA:AA30663,SpCc4,lamina IV of coccygeal spinal cord,,,,2198,255,250,200,,,,,,,,lamina IV of coccygeal spinal cord,,,,,,,,,,
2188,DHBA:AA30664,SpCc56,lamina V and VI of coccygeal spinal cord,,,,2199,255,225,25,,,,,,,lamina V and VI of coccygeal spinal cord,,,,,,,,,,,
2189,DHBA:AA30665,SpCc5,lamina V of coccygeal spinal cord,,,,2200,170,255,195,,,,,,,,lamina V of coccygeal spinal cord,,,,,,,,,,
2190,DHBA:AA30666,SpCc6,lamina VI of coccygeal spinal cord,,,,2201,170,110,40,,,,,,,,lamina VI of coccygeal spinal cord,,,,,,,,,,
2191,DHBA:AA30667,SpCcv,ventral horn of coccygeal spinal cord,,,,2202,70,240,240,,,,,,ventral horn of coccygeal spinal cord,,,,,,,,,,,,
